Water_Test_ID,Location_ID,Test_Date,Source_Type,pH,Turbidity_NTU,TDS_mgL,Hardness_mgL,Chloride_mgL,Nitrate_mgL,Arsenic_mgL,Fluoride_mgL,Ecoli_Presence,Test_By
WQT_KOH_STR_20250728,VLG_KOH_01,2025-07-28,Stream,6.95,14.77,157.19,81.39,11.9,6.99,0.0026,0.304,False,IoT_Sensor
WQT_KOH_TAN_20250728,VLG_KOH_01,2025-07-28,Tanker,7.01,2.61,151.78,84.47,26.65,5.64,0.0012,0.45,False,IoT_Sensor
WQT_SHI_STR_20250728,VLG_SHI_01,2025-07-28,Stream,6.93,13.52,98.98,60.93,18.55,4.61,0.0019,0.329,False,IoT_Sensor
WQT_SHI_RAI_20250728,VLG_SHI_01,2025-07-28,Rainwater Collector,5.97,10.54,67.76,43.54,9.58,4.8,0.0001,0.161,False,IoT_Sensor
WQT_SHI_SPR_20250728,VLG_SHI_01,2025-07-28,Spring,7.69,3.7,103.91,40.17,9.99,4.23,0.0024,0.263,False,IoT_Sensor
WQT_ITN_RIV_20250728,VLG_ITN_01,2025-07-28,River,7.01,9.84,204.26,81.42,19.8,6.64,0.0004,0.217,False,IoT_Sensor
WQT_ITN_GRA_20250728,VLG_ITN_01,2025-07-28,Gravity-fed System,7.3,7.21,129.14,51.14,14.02,3.81,0.0,0.043,True,IoT_Sensor
WQT_ITN_STR_20250728,VLG_ITN_01,2025-07-28,Stream,7.26,15.85,131.13,74.63,20.86,6.38,0.0013,0.335,False,IoT_Sensor
WQT_AIT_PON_20250728,VLG_AIT_01,2025-07-28,Pond,7.37,28.45,173.52,101.58,21.43,6.46,0.0048,0.39,True,IoT_Sensor
WQT_AIT_RIV_20250728,VLG_AIT_01,2025-07-28,River,7.5,16.23,246.82,73.76,14.97,11.75,0.0014,0.312,False,IoT_Sensor
WQT_AIT_WEL_20250728,VLG_AIT_01,2025-07-28,Well,7.01,6.29,321.68,112.46,27.14,10.23,0.0071,0.266,False,IoT_Sensor
WQT_IMF_WEL_20250728,VLG_IMF_01,2025-07-28,Well,6.73,6.08,291.43,208.09,30.88,10.57,0.0043,0.232,False,IoT_Sensor
WQT_IMF_LAK_20250728,VLG_IMF_01,2025-07-28,Lake,6.84,16.81,212.63,89.13,20.29,6.98,0.0029,0.432,False,IoT_Sensor
WQT_IMF_HAN_20250728,VLG_IMF_01,2025-07-28,Handpump,7.3,3.28,448.35,164.08,18.43,13.46,0.0181,0.54,False,IoT_Sensor
WQT_TIN_HAN_20250728,VLG_TIN_01,2025-07-28,Handpump,7.3,4.79,322.56,40.23,55.33,9.93,0.0225,1.051,False,IoT_Sensor
WQT_TIN_BOR_20250728,VLG_TIN_01,2025-07-28,Borewell,7.61,2.92,602.88,196.27,26.55,16.04,0.0099,2.159,False,IoT_Sensor
WQT_TIN_PON_20250728,VLG_TIN_01,2025-07-28,Pond,6.16,20.76,103.72,79.21,24.87,11.22,0.0035,0.377,False,IoT_Sensor
WQT_PAS_RIV_20250728,VLG_PAS_01,2025-07-28,River,7.02,16.34,213.45,86.9,6.63,9.78,0.0004,0.234,False,IoT_Sensor
WQT_PAS_STR_20250728,VLG_PAS_01,2025-07-28,Stream,7.11,12.0,125.93,58.73,12.15,5.82,0.0006,0.402,False,IoT_Sensor
WQT_PAS_HAN_20250728,VLG_PAS_01,2025-07-28,Handpump,7.49,3.51,280.4,179.19,60.59,7.18,0.0144,0.462,False,IoT_Sensor
WQT_GAU_RIV_20250729,VLG_GAU_01,2025-07-29,River,6.6,3.4,133.0,98.76,19.55,7.65,0.0025,0.303,False,IoT_Sensor
WQT_GAU_HAN_20250729,VLG_GAU_01,2025-07-29,Handpump,7.71,0.0,333.62,159.71,52.79,6.57,0.0209,0.777,False,IoT_Sensor
WQT_GAU_PON_20250729,VLG_GAU_01,2025-07-29,Pond,6.85,13.47,193.51,100.62,7.17,7.01,0.0022,0.39,True,IoT_Sensor
WQT_SIL_WEL_20250729,VLG_SIL_01,2025-07-29,Well,6.83,3.19,262.57,190.87,17.67,10.91,0.0069,0.649,False,IoT_Sensor
WQT_SIL_PON_20250729,VLG_SIL_01,2025-07-29,Pond,6.14,12.5,149.56,90.98,26.61,8.54,0.0019,0.454,False,IoT_Sensor
WQT_SIL_HAN_20250729,VLG_SIL_01,2025-07-29,Handpump,7.65,1.76,173.83,201.06,23.68,2.74,0.029,0.745,False,IoT_Sensor
WQT_AGR_BOR_20250729,VLG_AGR_01,2025-07-29,Borewell,7.92,1.88,379.96,110.91,47.88,19.96,0.0347,1.215,False,IoT_Sensor
WQT_AGR_HAN_20250729,VLG_AGR_01,2025-07-29,Handpump,7.6,1.78,360.41,199.87,59.28,17.58,0.0126,0.492,False,IoT_Sensor
WQT_AGR_RIV_20250729,VLG_AGR_01,2025-07-29,River,7.34,5.62,115.07,86.99,21.18,2.71,0.0018,0.362,True,IoT_Sensor
WQT_KOH_SPR_20250729,VLG_KOH_01,2025-07-29,Spring,7.72,0.71,63.47,91.21,7.97,3.81,0.0023,0.195,False,IoT_Sensor
WQT_KOH_STR_20250729,VLG_KOH_01,2025-07-29,Stream,7.28,2.18,180.94,73.65,9.37,4.91,0.0019,0.197,False,IoT_Sensor
WQT_KOH_TAN_20250729,VLG_KOH_01,2025-07-29,Tanker,7.12,1.12,165.47,88.12,30.4,6.41,0.0006,0.478,False,IoT_Sensor
WQT_SHI_STR_20250729,VLG_SHI_01,2025-07-29,Stream,7.39,0.82,69.89,95.87,5.23,3.41,0.0003,0.005,False,IoT_Sensor
WQT_SHI_RAI_20250729,VLG_SHI_01,2025-07-29,Rainwater Collector,6.36,5.36,53.15,31.56,9.22,3.59,0.0024,0.074,False,IoT_Sensor
WQT_SHI_SPR_20250729,VLG_SHI_01,2025-07-29,Spring,7.47,0.0,171.55,77.54,9.54,2.9,0.0007,0.256,False,IoT_Sensor
WQT_ITN_RIV_20250729,VLG_ITN_01,2025-07-29,River,7.08,10.21,73.27,81.54,15.13,7.03,0.0027,0.281,False,IoT_Sensor
WQT_ITN_GRA_20250729,VLG_ITN_01,2025-07-29,Gravity-fed System,7.36,4.46,116.37,43.46,5.01,5.9,0.0002,0.133,False,IoT_Sensor
WQT_ITN_STR_20250729,VLG_ITN_01,2025-07-29,Stream,7.54,7.3,168.45,39.28,10.03,3.64,0.0022,0.394,False,IoT_Sensor
WQT_AIT_PON_20250729,VLG_AIT_01,2025-07-29,Pond,6.79,19.94,253.15,119.07,14.43,3.62,0.0014,0.463,False,IoT_Sensor
WQT_AIT_RIV_20250729,VLG_AIT_01,2025-07-29,River,6.81,14.38,66.08,62.05,17.65,4.91,0.0045,0.347,False,IoT_Sensor
WQT_AIT_WEL_20250729,VLG_AIT_01,2025-07-29,Well,6.42,6.21,253.85,137.89,28.83,7.02,0.0044,0.658,False,IoT_Sensor
WQT_IMF_WEL_20250729,VLG_IMF_01,2025-07-29,Well,7.13,0.17,198.88,63.81,15.24,14.99,0.0022,0.517,False,IoT_Sensor
WQT_IMF_LAK_20250729,VLG_IMF_01,2025-07-29,Lake,6.92,4.31,124.36,95.18,18.91,6.48,0.0032,0.367,False,IoT_Sensor
WQT_IMF_HAN_20250729,VLG_IMF_01,2025-07-29,Handpump,7.89,2.5,121.92,185.62,28.8,26.64,0.0259,0.834,False,IoT_Sensor
WQT_TIN_HAN_20250729,VLG_TIN_01,2025-07-29,Handpump,7.96,2.25,526.07,191.82,47.25,20.25,0.0035,1.469,False,IoT_Sensor
WQT_TIN_BOR_20250729,VLG_TIN_01,2025-07-29,Borewell,7.93,1.44,269.18,201.06,20.32,14.71,0.0121,1.281,False,IoT_Sensor
WQT_TIN_PON_20250729,VLG_TIN_01,2025-07-29,Pond,6.47,10.58,278.32,82.69,5.32,5.49,0.0042,0.621,False,IoT_Sensor
WQT_PAS_RIV_20250729,VLG_PAS_01,2025-07-29,River,7.29,10.08,107.14,74.91,18.53,1.28,0.0023,0.212,True,IoT_Sensor
WQT_PAS_STR_20250729,VLG_PAS_01,2025-07-29,Stream,7.3,6.04,105.29,29.92,13.72,2.88,0.001,0.098,False,IoT_Sensor
WQT_PAS_HAN_20250729,VLG_PAS_01,2025-07-29,Handpump,7.15,1.62,12.7,250.98,42.3,19.1,0.0168,0.267,False,IoT_Sensor
WQT_GAU_RIV_20250730,VLG_GAU_01,2025-07-30,River,7.3,21.14,117.79,62.51,19.75,6.55,0.0026,0.322,False,IoT_Sensor
WQT_GAU_HAN_20250730,VLG_GAU_01,2025-07-30,Handpump,7.88,3.41,242.19,301.12,30.53,20.68,0.0022,0.792,False,IoT_Sensor
WQT_GAU_PON_20250730,VLG_GAU_01,2025-07-30,Pond,6.3,14.71,251.74,119.71,9.85,13.72,0.0027,0.508,False,IoT_Sensor
WQT_SIL_WEL_20250730,VLG_SIL_01,2025-07-30,Well,7.09,3.86,423.92,139.59,33.91,10.21,0.0067,0.963,False,IoT_Sensor
WQT_SIL_PON_20250730,VLG_SIL_01,2025-07-30,Pond,6.28,22.99,175.26,130.43,26.83,6.48,0.002,0.358,True,IoT_Sensor
WQT_SIL_HAN_20250730,VLG_SIL_01,2025-07-30,Handpump,7.68,3.6,272.14,75.61,27.46,7.05,0.0159,1.024,False,IoT_Sensor
WQT_AGR_BOR_20250730,VLG_AGR_01,2025-07-30,Borewell,7.6,2.28,170.46,121.85,42.05,5.53,0.0209,0.91,False,IoT_Sensor
WQT_AGR_HAN_20250730,VLG_AGR_01,2025-07-30,Handpump,7.54,4.35,113.08,209.2,64.6,14.25,0.0266,0.491,False,IoT_Sensor
WQT_AGR_RIV_20250730,VLG_AGR_01,2025-07-30,River,7.56,20.13,163.21,83.82,25.18,5.23,0.004,0.368,False,IoT_Sensor
WQT_KOH_SPR_20250730,VLG_KOH_01,2025-07-30,Spring,7.42,4.82,134.54,43.61,10.65,5.84,0.001,0.241,False,IoT_Sensor
WQT_KOH_STR_20250730,VLG_KOH_01,2025-07-30,Stream,7.12,11.11,145.57,70.19,13.52,6.65,0.0003,0.359,True,IoT_Sensor
WQT_KOH_TAN_20250730,VLG_KOH_01,2025-07-30,Tanker,7.19,3.89,144.47,90.93,12.16,5.44,0.0014,0.48,False,IoT_Sensor
WQT_SHI_STR_20250730,VLG_SHI_01,2025-07-30,Stream,7.03,15.18,141.31,42.58,13.8,5.48,0.0,0.319,False,IoT_Sensor
WQT_SHI_RAI_20250730,VLG_SHI_01,2025-07-30,Rainwater Collector,5.95,15.08,83.57,26.12,11.18,7.14,0.0002,0.081,False,IoT_Sensor
WQT_SHI_SPR_20250730,VLG_SHI_01,2025-07-30,Spring,7.54,5.19,105.86,67.09,7.43,4.34,0.0016,0.135,False,IoT_Sensor
WQT_ITN_RIV_20250730,VLG_ITN_01,2025-07-30,River,6.75,15.03,172.39,47.61,23.47,5.29,0.0014,0.145,False,IoT_Sensor
WQT_ITN_GRA_20250730,VLG_ITN_01,2025-07-30,Gravity-fed System,7.3,5.32,145.77,80.46,9.37,2.2,0.0011,0.15,False,IoT_Sensor
WQT_ITN_STR_20250730,VLG_ITN_01,2025-07-30,Stream,7.2,12.35,179.31,89.2,16.8,6.49,0.0002,0.111,True,IoT_Sensor
WQT_AIT_PON_20250730,VLG_AIT_01,2025-07-30,Pond,6.63,25.47,274.32,94.18,17.87,9.86,0.0029,0.519,True,IoT_Sensor
WQT_AIT_RIV_20250730,VLG_AIT_01,2025-07-30,River,7.17,19.97,249.17,101.55,21.19,4.08,0.0007,0.269,True,IoT_Sensor
WQT_AIT_WEL_20250730,VLG_AIT_01,2025-07-30,Well,6.84,2.94,310.96,156.79,40.03,8.08,0.0051,0.428,False,IoT_Sensor
WQT_IMF_WEL_20250730,VLG_IMF_01,2025-07-30,Well,7.5,5.66,322.02,240.8,21.12,13.74,0.0041,0.66,False,IoT_Sensor
WQT_IMF_LAK_20250730,VLG_IMF_01,2025-07-30,Lake,7.4,25.7,346.24,99.73,24.33,6.94,0.0023,0.3,True,IoT_Sensor
WQT_IMF_HAN_20250730,VLG_IMF_01,2025-07-30,Handpump,7.05,3.76,382.13,167.26,55.03,15.21,0.0153,1.267,False,IoT_Sensor
WQT_TIN_HAN_20250730,VLG_TIN_01,2025-07-30,Handpump,7.55,2.66,210.34,126.62,54.68,9.27,0.0173,0.666,False,IoT_Sensor
WQT_TIN_BOR_20250730,VLG_TIN_01,2025-07-30,Borewell,7.79,2.58,314.56,149.35,30.88,17.48,0.0143,0.903,False,IoT_Sensor
WQT_TIN_PON_20250730,VLG_TIN_01,2025-07-30,Pond,6.15,16.42,246.09,97.93,21.49,9.64,0.0039,0.342,False,IoT_Sensor
WQT_PAS_RIV_20250730,VLG_PAS_01,2025-07-30,River,7.02,20.61,161.03,74.59,23.41,9.55,0.0025,0.242,False,IoT_Sensor
WQT_PAS_STR_20250730,VLG_PAS_01,2025-07-30,Stream,7.14,10.48,148.79,80.31,10.54,7.17,0.0018,0.184,True,IoT_Sensor
WQT_PAS_HAN_20250730,VLG_PAS_01,2025-07-30,Handpump,7.58,3.28,245.55,306.01,49.44,8.93,0.015,0.947,False,IoT_Sensor
WQT_GAU_RIV_20250731,VLG_GAU_01,2025-07-31,River,7.8,12.21,108.09,52.17,17.31,7.13,0.0019,0.29,True,IoT_Sensor
WQT_GAU_HAN_20250731,VLG_GAU_01,2025-07-31,Handpump,7.68,1.14,198.93,222.19,25.46,19.89,0.0078,0.904,False,IoT_Sensor
WQT_GAU_PON_20250731,VLG_GAU_01,2025-07-31,Pond,7.14,2.05,260.42,123.11,11.89,5.95,0.0027,0.376,False,IoT_Sensor
WQT_SIL_WEL_20250731,VLG_SIL_01,2025-07-31,Well,6.94,6.0,198.01,221.46,32.83,7.25,0.0027,0.546,False,IoT_Sensor
WQT_SIL_PON_20250731,VLG_SIL_01,2025-07-31,Pond,7.81,14.53,210.23,71.62,16.03,4.68,0.0052,0.504,False,IoT_Sensor
WQT_SIL_HAN_20250731,VLG_SIL_01,2025-07-31,Handpump,7.69,3.36,273.56,125.62,48.18,9.86,0.0126,1.369,False,IoT_Sensor
WQT_AGR_BOR_20250731,VLG_AGR_01,2025-07-31,Borewell,7.47,0.56,423.41,148.87,69.36,7.28,0.0242,0.989,False,IoT_Sensor
WQT_AGR_HAN_20250731,VLG_AGR_01,2025-07-31,Handpump,7.7,1.09,265.09,198.91,18.98,15.03,0.0091,0.457,False,IoT_Sensor
WQT_AGR_RIV_20250731,VLG_AGR_01,2025-07-31,River,7.01,10.21,224.2,68.46,14.46,4.95,0.0024,0.389,False,IoT_Sensor
WQT_KOH_SPR_20250731,VLG_KOH_01,2025-07-31,Spring,7.39,0.66,130.49,56.76,10.0,1.78,0.0017,0.14,False,IoT_Sensor
WQT_KOH_STR_20250731,VLG_KOH_01,2025-07-31,Stream,7.44,2.1,98.84,79.5,10.99,3.57,0.0002,0.317,False,IoT_Sensor
WQT_KOH_TAN_20250731,VLG_KOH_01,2025-07-31,Tanker,7.07,0.52,141.56,83.9,30.28,2.62,0.0008,0.162,False,IoT_Sensor
WQT_SHI_STR_20250731,VLG_SHI_01,2025-07-31,Stream,7.37,4.93,147.89,75.66,4.95,5.01,0.0005,0.335,True,IoT_Sensor
WQT_SHI_RAI_20250731,VLG_SHI_01,2025-07-31,Rainwater Collector,6.17,6.72,15.73,18.61,3.71,1.87,0.0023,0.042,False,IoT_Sensor
WQT_SHI_SPR_20250731,VLG_SHI_01,2025-07-31,Spring,7.43,0.0,101.79,26.32,7.04,1.48,0.0011,0.312,False,IoT_Sensor
WQT_ITN_RIV_20250731,VLG_ITN_01,2025-07-31,River,7.6,14.5,69.18,80.9,13.8,6.02,0.0028,0.237,False,IoT_Sensor
WQT_ITN_GRA_20250731,VLG_ITN_01,2025-07-31,Gravity-fed System,7.55,2.98,127.87,74.57,9.31,4.39,0.0005,0.138,False,IoT_Sensor
WQT_ITN_STR_20250731,VLG_ITN_01,2025-07-31,Stream,7.19,4.46,219.59,50.88,13.52,5.04,0.0004,0.112,False,IoT_Sensor
WQT_AIT_PON_20250731,VLG_AIT_01,2025-07-31,Pond,6.33,6.22,210.05,81.93,11.89,4.67,0.0039,0.17,False,IoT_Sensor
WQT_AIT_RIV_20250731,VLG_AIT_01,2025-07-31,River,7.28,8.26,135.95,35.21,8.63,6.95,0.0029,0.46,False,IoT_Sensor
WQT_AIT_WEL_20250731,VLG_AIT_01,2025-07-31,Well,6.83,1.33,220.03,231.43,14.2,13.07,0.0022,0.575,False,IoT_Sensor
WQT_IMF_WEL_20250731,VLG_IMF_01,2025-07-31,Well,6.79,4.0,209.72,129.96,31.47,7.81,0.0004,0.591,False,IoT_Sensor
WQT_IMF_LAK_20250731,VLG_IMF_01,2025-07-31,Lake,7.24,15.77,140.87,92.3,12.03,8.8,0.003,0.49,False,IoT_Sensor
WQT_IMF_HAN_20250731,VLG_IMF_01,2025-07-31,Handpump,7.65,1.1,238.62,156.41,50.48,13.68,0.0152,0.496,False,IoT_Sensor
WQT_TIN_HAN_20250731,VLG_TIN_01,2025-07-31,Handpump,7.31,1.34,373.96,79.93,57.18,16.54,0.0216,0.649,False,IoT_Sensor
WQT_TIN_BOR_20250731,VLG_TIN_01,2025-07-31,Borewell,7.74,1.01,349.9,331.93,63.83,21.52,0.014,1.191,False,IoT_Sensor
WQT_TIN_PON_20250731,VLG_TIN_01,2025-07-31,Pond,7.02,14.29,187.84,138.15,22.03,8.47,0.0022,0.3,False,IoT_Sensor
WQT_PAS_RIV_20250731,VLG_PAS_01,2025-07-31,River,6.88,6.15,159.93,98.7,22.56,6.4,0.002,0.309,False,IoT_Sensor
WQT_PAS_STR_20250731,VLG_PAS_01,2025-07-31,Stream,7.73,1.52,124.52,97.5,0.12,5.55,0.0004,0.201,False,IoT_Sensor
WQT_PAS_HAN_20250731,VLG_PAS_01,2025-07-31,Handpump,7.69,2.57,389.66,221.66,17.34,20.94,0.0274,1.204,False,IoT_Sensor
WQT_GAU_RIV_20250801,VLG_GAU_01,2025-08-01,River,7.23,6.35,72.92,95.83,19.93,2.34,0.0008,0.33,False,IoT_Sensor
WQT_GAU_HAN_20250801,VLG_GAU_01,2025-08-01,Handpump,7.48,0.55,295.69,136.71,42.12,11.16,0.0337,0.151,False,IoT_Sensor
WQT_GAU_PON_20250801,VLG_GAU_01,2025-08-01,Pond,6.86,13.74,209.47,58.81,15.91,2.08,0.0022,0.245,False,IoT_Sensor
WQT_SIL_WEL_20250801,VLG_SIL_01,2025-08-01,Well,7.31,5.1,388.59,113.08,12.32,9.62,0.0061,0.681,False,IoT_Sensor
WQT_SIL_PON_20250801,VLG_SIL_01,2025-08-01,Pond,6.97,20.78,227.35,110.95,15.0,11.16,0.003,0.489,False,IoT_Sensor
WQT_SIL_HAN_20250801,VLG_SIL_01,2025-08-01,Handpump,7.23,2.27,317.84,333.36,55.55,10.61,0.0306,0.587,False,IoT_Sensor
WQT_AGR_BOR_20250801,VLG_AGR_01,2025-08-01,Borewell,8.08,0.97,342.62,322.88,39.95,12.09,0.0231,1.397,False,IoT_Sensor
WQT_AGR_HAN_20250801,VLG_AGR_01,2025-08-01,Handpump,7.58,0.78,315.59,195.02,30.86,19.38,0.0324,0.753,False,IoT_Sensor
WQT_AGR_RIV_20250801,VLG_AGR_01,2025-08-01,River,7.14,14.73,168.12,105.89,15.53,4.85,0.0015,0.206,False,IoT_Sensor
WQT_KOH_SPR_20250801,VLG_KOH_01,2025-08-01,Spring,7.43,4.17,83.02,51.08,6.17,4.39,0.0018,0.242,False,IoT_Sensor
WQT_KOH_STR_20250801,VLG_KOH_01,2025-08-01,Stream,7.23,6.99,91.25,30.92,12.06,5.54,0.0013,0.156,False,IoT_Sensor
WQT_KOH_TAN_20250801,VLG_KOH_01,2025-08-01,Tanker,7.19,0.59,123.42,77.72,30.51,4.55,0.0005,0.483,False,IoT_Sensor
WQT_SHI_STR_20250801,VLG_SHI_01,2025-08-01,Stream,7.21,0.0,106.53,52.69,8.69,4.29,0.001,0.192,False,IoT_Sensor
WQT_SHI_RAI_20250801,VLG_SHI_01,2025-08-01,Rainwater Collector,6.29,3.93,68.34,17.79,7.38,0.7,0.0013,0.083,False,IoT_Sensor
WQT_SHI_SPR_20250801,VLG_SHI_01,2025-08-01,Spring,7.37,0.0,44.93,68.82,6.54,2.65,0.0032,0.331,False,IoT_Sensor
WQT_ITN_RIV_20250801,VLG_ITN_01,2025-08-01,River,7.46,9.14,170.9,43.04,23.15,5.47,0.0022,0.273,False,IoT_Sensor
WQT_ITN_GRA_20250801,VLG_ITN_01,2025-08-01,Gravity-fed System,7.02,5.85,111.43,49.51,4.67,3.9,0.0005,0.12,False,IoT_Sensor
WQT_ITN_STR_20250801,VLG_ITN_01,2025-08-01,Stream,7.27,4.6,140.87,75.1,4.38,5.86,0.0018,0.174,False,IoT_Sensor
WQT_AIT_PON_20250801,VLG_AIT_01,2025-08-01,Pond,7.18,7.1,143.32,74.78,23.09,7.12,0.0012,0.295,False,IoT_Sensor
WQT_AIT_RIV_20250801,VLG_AIT_01,2025-08-01,River,6.92,10.53,195.8,89.64,26.68,5.0,0.0016,0.566,False,IoT_Sensor
WQT_AIT_WEL_20250801,VLG_AIT_01,2025-08-01,Well,6.4,0.96,277.25,203.99,29.09,11.52,0.0035,0.635,False,IoT_Sensor
WQT_IMF_WEL_20250801,VLG_IMF_01,2025-08-01,Well,7.13,0.0,202.31,209.4,33.06,9.01,0.002,0.668,False,IoT_Sensor
WQT_IMF_LAK_20250801,VLG_IMF_01,2025-08-01,Lake,7.16,4.38,194.67,157.53,18.59,3.4,0.003,0.475,False,IoT_Sensor
WQT_IMF_HAN_20250801,VLG_IMF_01,2025-08-01,Handpump,7.36,0.91,464.91,246.91,43.66,18.35,0.0109,0.666,False,IoT_Sensor
WQT_TIN_HAN_20250801,VLG_TIN_01,2025-08-01,Handpump,7.9,0.4,525.71,136.71,60.06,9.97,0.0174,0.79,True,IoT_Sensor
WQT_TIN_BOR_20250801,VLG_TIN_01,2025-08-01,Borewell,7.61,0.6,350.86,265.64,35.8,14.63,0.031,0.602,False,IoT_Sensor
WQT_TIN_PON_20250801,VLG_TIN_01,2025-08-01,Pond,7.29,9.88,174.29,27.44,19.68,7.25,0.0018,0.417,False,IoT_Sensor
WQT_PAS_RIV_20250801,VLG_PAS_01,2025-08-01,River,6.93,8.34,191.85,71.31,10.27,3.53,0.001,0.377,False,IoT_Sensor
WQT_PAS_STR_20250801,VLG_PAS_01,2025-08-01,Stream,7.72,4.32,199.28,48.8,9.54,4.38,0.0014,0.271,False,IoT_Sensor
WQT_PAS_HAN_20250801,VLG_PAS_01,2025-08-01,Handpump,7.55,2.91,328.0,156.27,32.7,9.37,0.0066,0.604,False,IoT_Sensor
WQT_GAU_RIV_20250802,VLG_GAU_01,2025-08-02,River,6.6,16.79,144.1,104.3,22.48,3.72,0.0025,0.398,False,IoT_Sensor
WQT_GAU_HAN_20250802,VLG_GAU_01,2025-08-02,Handpump,7.71,3.51,386.55,204.79,76.42,13.25,0.0092,0.783,False,IoT_Sensor
WQT_GAU_PON_20250802,VLG_GAU_01,2025-08-02,Pond,7.35,4.5,224.87,140.45,13.7,7.89,0.0009,0.205,True,IoT_Sensor
WQT_SIL_WEL_20250802,VLG_SIL_01,2025-08-02,Well,6.73,5.64,366.21,65.58,21.86,14.25,0.0064,0.609,False,IoT_Sensor
WQT_SIL_PON_20250802,VLG_SIL_01,2025-08-02,Pond,6.39,13.68,253.73,98.54,28.74,9.06,0.0045,0.471,False,IoT_Sensor
WQT_SIL_HAN_20250802,VLG_SIL_01,2025-08-02,Handpump,7.31,2.13,339.64,163.46,55.03,6.58,0.003,0.451,False,IoT_Sensor
WQT_AGR_BOR_20250802,VLG_AGR_01,2025-08-02,Borewell,7.84,2.21,311.03,205.59,36.76,29.12,0.0309,1.265,False,IoT_Sensor
WQT_AGR_HAN_20250802,VLG_AGR_01,2025-08-02,Handpump,7.27,1.61,423.14,101.53,33.94,20.71,0.0056,0.613,False,IoT_Sensor
WQT_AGR_RIV_20250802,VLG_AGR_01,2025-08-02,River,6.54,10.3,193.97,57.4,9.85,9.02,0.0034,0.164,True,IoT_Sensor
WQT_KOH_SPR_20250802,VLG_KOH_01,2025-08-02,Spring,7.57,3.1,178.45,66.37,7.24,2.74,0.0018,0.154,False,IoT_Sensor
WQT_KOH_STR_20250802,VLG_KOH_01,2025-08-02,Stream,6.97,11.63,164.05,59.57,9.56,4.86,0.0012,0.176,False,IoT_Sensor
WQT_KOH_TAN_20250802,VLG_KOH_01,2025-08-02,Tanker,7.13,0.91,138.73,107.73,33.4,8.14,0.001,0.679,False,IoT_Sensor
WQT_SHI_STR_20250802,VLG_SHI_01,2025-08-02,Stream,6.85,11.7,143.84,92.11,5.11,7.83,0.0025,0.239,True,IoT_Sensor
WQT_SHI_RAI_20250802,VLG_SHI_01,2025-08-02,Rainwater Collector,6.98,7.44,53.3,8.28,4.09,3.0,0.0018,0.143,False,IoT_Sensor
WQT_SHI_SPR_20250802,VLG_SHI_01,2025-08-02,Spring,7.44,1.48,78.87,59.0,10.18,4.22,0.0024,0.187,False,IoT_Sensor
WQT_ITN_RIV_20250802,VLG_ITN_01,2025-08-02,River,7.72,4.89,165.15,83.01,13.6,2.8,0.0023,0.494,True,IoT_Sensor
WQT_ITN_GRA_20250802,VLG_ITN_01,2025-08-02,Gravity-fed System,7.82,5.53,139.72,51.43,15.99,3.4,0.0001,0.188,False,IoT_Sensor
WQT_ITN_STR_20250802,VLG_ITN_01,2025-08-02,Stream,7.35,8.2,170.09,46.53,11.69,6.1,0.001,0.229,False,IoT_Sensor
WQT_AIT_PON_20250802,VLG_AIT_01,2025-08-02,Pond,6.47,24.31,220.96,101.53,2.19,12.27,0.0029,0.595,False,IoT_Sensor
WQT_AIT_RIV_20250802,VLG_AIT_01,2025-08-02,River,7.04,6.98,188.17,91.17,19.98,4.63,0.0009,0.226,False,IoT_Sensor
WQT_AIT_WEL_20250802,VLG_AIT_01,2025-08-02,Well,6.71,1.02,203.79,191.37,30.7,12.34,0.005,0.478,False,IoT_Sensor
WQT_IMF_WEL_20250802,VLG_IMF_01,2025-08-02,Well,7.14,3.29,179.36,42.82,24.68,5.96,0.0042,0.904,False,IoT_Sensor
WQT_IMF_LAK_20250802,VLG_IMF_01,2025-08-02,Lake,6.84,15.43,179.02,52.86,25.46,11.84,0.0039,0.523,False,IoT_Sensor
WQT_IMF_HAN_20250802,VLG_IMF_01,2025-08-02,Handpump,7.45,0.88,429.1,283.39,34.47,16.87,0.0165,0.971,False,IoT_Sensor
WQT_TIN_HAN_20250802,VLG_TIN_01,2025-08-02,Handpump,7.75,0.19,341.36,212.76,38.47,14.6,0.0316,0.71,False,IoT_Sensor
WQT_TIN_BOR_20250802,VLG_TIN_01,2025-08-02,Borewell,7.93,1.94,433.98,253.32,22.14,10.31,0.0059,1.008,False,IoT_Sensor
WQT_TIN_PON_20250802,VLG_TIN_01,2025-08-02,Pond,6.54,11.23,125.71,145.62,26.2,7.14,0.0024,0.324,True,IoT_Sensor
WQT_PAS_RIV_20250802,VLG_PAS_01,2025-08-02,River,7.23,8.34,68.71,89.3,22.49,9.44,0.0004,0.464,False,IoT_Sensor
WQT_PAS_STR_20250802,VLG_PAS_01,2025-08-02,Stream,6.94,9.13,94.03,106.64,11.62,6.26,0.0013,0.278,True,IoT_Sensor
WQT_PAS_HAN_20250802,VLG_PAS_01,2025-08-02,Handpump,7.45,1.89,234.15,116.51,40.33,13.44,0.007,0.612,False,IoT_Sensor
WQT_GAU_RIV_20250803,VLG_GAU_01,2025-08-03,River,7.01,9.72,106.02,77.18,16.38,6.95,0.0032,0.255,False,IoT_Sensor
